Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
646,24-04-2017,27-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Having end term exams,Not Available,Forex Intern,Approved
646,20-03-2017,20-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,having mid term exams,Not Available,Forex Intern,Approved
106,15-03-2017,15-03-2017,01-07-2016,Sick Leave Confirmed COE,not feeling well,null,Trainee Dealer,Approved
106,10-03-2017,10-03-2017,01-07-2016,Earned Leave Confirmed COE,"i am going to my hometown, so kindly grant me leave.",null,Trainee Dealer,Approved
106,14-03-2017,14-03-2017,01-07-2016,Earned Leave Confirmed COE,"I am going to my hometown, so kindly grant me leave.",null,Trainee Dealer,Approved
106,15-03-2017,15-03-2017,01-07-2016,Earned Leave Confirmed COE,"I am going to my hometown, so kindly grant me leave.",null,Trainee Dealer,Approved
106,31-03-2017,31-03-2017,01-07-2016,Earned Leave Confirmed COE,sick leave ..i am not feeling well,null,Trainee Dealer,Approved
106,02-02-2017,02-02-2017,01-07-2016,Sick Leave Confirmed COE,"I am not feeling well. so, Kindly consider my leave.",null,Trainee Dealer,Rejected
106,03-01-2017,03-01-2017,01-07-2016,Earned Leave Confirmed COE,i am taking half day leave as i will be coming to mumbai on 3rd jan from my hometown,null,Trainee Dealer,Rejected
106,23-01-2017,23-01-2017,01-07-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Rejected
106,27-01-2017,27-01-2017,01-07-2016,Earned Leave Confirmed COE,not feeling well yet.,null,Trainee Dealer,Rejected
431,25-01-2017,25-01-2017,25-11-2016,Earned Leave Intern COE,Personal Work,Not Available,Forex Intern,Approved
431,27-01-2017,27-01-2017,25-11-2016,Earned Leave Intern COE,Going out of Mumbai,Not Available,Forex Intern,Approved
431,06-03-2017,09-03-2017,25-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,personal,Not Available,Forex Intern,Approved
431,10-03-2017,10-03-2017,25-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,At Home town,Not Available,Forex Intern,Approved
138,17-04-2017,17-04-2017,24-09-2015,Earned Leave Confirmed COE,personal,null,Trainee Dealer,Approved
138,03-03-2017,03-03-2017,24-09-2015,Earned Leave Confirmed COE,personal,null,Trainee Dealer,Approved
138,27-03-2017,27-03-2017,24-09-2015,Earned Leave Confirmed COE,Personal Reason,null,Trainee Dealer,Approved
138,14-02-2017,14-02-2017,24-09-2015,Earned Leave Confirmed COE,Personal,null,Trainee Dealer,Rejected
138,12-01-2017,12-01-2017,24-09-2015,Earned Leave Confirmed COE,Personal reason,null,Trainee Dealer,Rejected
138,20-01-2017,20-01-2017,24-09-2015,Earned Leave Confirmed COE,Personal,null,Trainee Dealer,Rejected
138,03-05-2017,03-05-2017,24-09-2015,Earned Leave Confirmed COE,personal,null,Trainee Dealer,Pending
186,02-01-2017,02-01-2017,01-05-2016,Earned Leave Intern COE,Not feeling well,null,Trainee Dealer,Approved
186,06-02-2017,27-02-2017,01-05-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,"I Ujjwal Jain was suffering from chronic gastritis Dehydration weight loss weakness...So initially Family doctor advice me to have rest for some period of time. But later on, I consult with specialist doctor, as he me advice me to have rest for 10 to 15 days.So grant me an leave...",null,Trainee Dealer,Approved
186,06-03-2017,07-03-2017,01-05-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,suffering from loose motion and vomiting,null,Trainee Dealer,Approved
186,05-01-2017,05-01-2017,01-05-2016,Leave Without Pay for SixCap Mumbai COE Intern,going out of station,null,Trainee Dealer,Approved
186,12-01-2017,12-01-2017,01-05-2016,Leave Without Pay for SixCap Mumbai COE Intern,Going out of station,null,Trainee Dealer,Approved
186,17-01-2017,17-01-2017,01-05-2016,Leave Without Pay for SixCap Mumbai COE Intern,suffering from loose motion,null,Trainee Dealer,Approved
186,27-01-2017,27-01-2017,01-05-2016,Leave Without Pay for SixCap Mumbai COE Intern,Going out of station,null,Trainee Dealer,Approved
186,30-01-2017,30-01-2017,01-05-2016,Leave Without Pay for SixCap Mumbai COE Intern,Suffering from loose motion,null,Trainee Dealer,Approved
737,04-04-2017,04-04-2017,20-02-2017,Earned Leave Intern COE,MBA internal examination,Not Available,Forex Intern,Approved
737,31-03-2017,31-03-2017,20-02-2017,Earned Leave Intern COE,Project VIVA,Not Available,Forex Intern,Approved
737,03-04-2017,03-04-2017,20-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,CP Project Submission,Not Available,Forex Intern,Approved
737,05-04-2017,11-04-2017,20-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,MBA Internal Examination,Not Available,Forex Intern,Approved
737,24-04-2017,28-04-2017,20-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,MBA Final Examination ,Not Available,Forex Intern,Approved
737,05-04-2017,11-04-2017,20-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,MBA internal examination,Not Available,Forex Intern,Rejected
737,21-04-2017,21-04-2017,20-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Internal Components Submission,Not Available,Forex Intern,Rejected
615,14-03-2017,14-03-2017,09-12-2016,Earned Leave Intern COE,Some Banking work are pending please approve my half day,Not Available,Forex Intern,Rejected
615,31-03-2017,31-03-2017,09-12-2016,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Rejected
615,31-03-2017,31-03-2017,09-12-2016,Earned Leave Intern COE,Family Function ,Not Available,Forex Intern,Rejected
190,13-04-2017,13-04-2017,01-06-2016,Earned Leave Confirmed COE,FAMILY FUNCTION,null,Trainee Dealer,Approved
190,17-04-2017,17-04-2017,01-06-2016,Earned Leave Confirmed COE,Personal work ,null,Trainee Dealer,Approved
190,08-03-2017,08-03-2017,01-06-2016,Earned Leave Confirmed COE,FAMILY FUNCTION,null,Trainee Dealer,Approved
190,16-03-2017,16-03-2017,01-06-2016,Earned Leave Confirmed COE,family function,null,Trainee Dealer,Approved
190,01-02-2017,01-02-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal work ,null,Trainee Dealer,Approved
190,13-02-2017,14-02-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern,sick leave,null,Trainee Dealer,Approved
432,28-04-2017,28-04-2017,29-11-2016,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Approved
432,27-01-2017,30-01-2017,29-11-2016,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
432,28-03-2017,28-03-2017,29-11-2016,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
432,29-03-2017,29-03-2017,29-11-2016,Earned Leave Intern COE,Not well,Not Available,Forex Intern,Approved
432,31-03-2017,31-03-2017,29-11-2016,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
432,16-02-2017,16-02-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Approved
206,03-01-2017,04-01-2017,01-07-2016,Earned Leave Intern COE,due to pregency IOS pain alot,null,Trainee Dealer,Approved
206,15-12-2016,23-12-2016,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,medical leave,null,Trainee Dealer,Approved
206,05-01-2017,05-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,doctor checkup,null,Trainee Dealer,Approved
206,23-01-2017,24-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,null,Trainee Dealer,Approved
206,23-01-2017,24-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,null,Trainee Dealer,Approved
206,25-01-2017,03-02-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,medical (pregnancy) ,null,Trainee Dealer,Approved
177,17-04-2017,17-04-2017,09-02-2016,Earned Leave Confirmed COE,I was out of Mumbai for some personal work,null,Trainee Dealer,Approved
177,16-03-2017,16-03-2017,09-02-2016,Earned Leave Confirmed COE,Due to Sickness,null,Trainee Dealer,Approved
177,20-03-2017,21-03-2017,09-02-2016,Earned Leave Confirmed COE,Travelling to Native,null,Trainee Dealer,Approved
177,22-03-2017,22-03-2017,09-02-2016,Earned Leave Confirmed COE,Personal Problem,null,Trainee Dealer,Approved
177,02-01-2017,02-01-2017,09-02-2016,Earned Leave Intern COE,My dad was Hospitalized ,null,Trainee Dealer,Approved
619,05-04-2017,05-04-2017,09-01-2017,Earned Leave Intern COE,Had to attend my convocation.,Not Available,Forex Intern,Approved
619,10-04-2017,12-04-2017,09-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,couldnt attend due to family commitments and personal reasons.,Not Available,Forex Intern,Approved
619,07-03-2017,08-03-2017,09-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Was down with high fever and persistent headache accompanied with vomiting resultant of high acidity.,Not Available,Forex Intern,Approved
619,16-03-2017,17-03-2017,09-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Have an important exam to give,Not Available,Forex Intern,Approved
487,03-04-2017,03-04-2017,13-12-2016,Earned Leave Intern COE,Father admitted to the hospital,Not Available,Forex Intern,Approved
487,04-04-2017,04-04-2017,13-12-2016,Earned Leave Intern COE,Father admitted to the hospital,Not Available,Forex Intern,Approved
487,27-04-2017,27-04-2017,13-12-2016,Earned Leave Intern COE,Appointment at the hospital for father's post operation follow-up.,Not Available,Forex Intern,Approved
487,20-12-2016,20-12-2016,13-12-2016,Earned Leave Intern COE,Feeling unwell,Not Available,Forex Intern,Approved
487,20-03-2017,20-03-2017,13-12-2016,Earned Leave Intern COE,Vivas in college.,Not Available,Forex Intern,Approved
487,06-04-2017,07-04-2017,13-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Father admitted to the hospital,Not Available,Forex Intern,Approved
487,02-03-2017,02-03-2017,13-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal Reasons,Not Available,Forex Intern,Approved
487,03-03-2017,03-03-2017,13-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal Reasons,Not Available,Forex Intern,Approved
487,21-03-2017,21-03-2017,13-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Vivas in college.,Not Available,Forex Intern,Approved
487,24-03-2017,27-03-2017,13-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal Reasons,Not Available,Forex Intern,Approved
193,03-03-2017,03-03-2017,01-06-2016,Sick Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Approved
193,23-02-2017,24-02-2017,01-06-2016,Earned Leave Confirmed COE,Sister Engagement ,null,Trainee Dealer,Approved
193,27-03-2017,27-03-2017,01-06-2016,Casual Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Approved
92,24-04-2017,24-04-2017,01-04-2016,Earned Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Approved
92,27-03-2017,27-03-2017,01-04-2016,Earned Leave Confirmed COE,Unavoidable personal work ,null,Trainee Dealer,Approved
92,24-02-2017,24-02-2017,01-04-2016,Earned Leave Confirmed COE,Unavoidable personal work,null,Trainee Dealer,Rejected
92,27-01-2017,27-01-2017,01-04-2016,Earned Leave Confirmed COE,Going to village for a wedding function ,null,Trainee Dealer,Rejected
92,13-01-2017,13-01-2017,01-04-2016,Casual Leave Confirmed COE,Doctor's appointment ,null,Trainee Dealer,Rejected
132,03-05-2017,12-05-2017,01-09-2016,Earned Leave Confirmed COE,1.  My Friends Married  2. Fair Fest in My Village.,null,Trainee Dealer,Approved
132,27-01-2017,27-01-2017,01-09-2016,Earned Leave Confirmed COE,Family Fest,null,Trainee Dealer,Rejected
109,15-02-2017,15-02-2017,01-07-2016,Earned Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Approved
109,14-03-2017,16-03-2017,01-07-2016,Earned Leave Confirmed COE,going to home town for holi festival celebration.,null,Trainee Dealer,Approved
109,17-03-2017,17-03-2017,01-07-2016,Earned Leave Confirmed COE,going to home town for holi festival celebration.,null,Trainee Dealer,Approved
109,20-03-2017,20-03-2017,01-07-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Approved
109,17-03-2017,17-03-2017,01-07-2016,Casual Leave Confirmed COE,going to home town for holi festival celebration.,null,Trainee Dealer,Approved
459,17-04-2017,17-04-2017,02-12-2016,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
459,16-02-2017,16-02-2017,02-12-2016,Earned Leave Intern COE,attending family function,Not Available,Forex Intern,Approved
459,28-03-2017,28-03-2017,02-12-2016,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
850,13-04-2017,13-04-2017,15-03-2017,Earned Leave Intern COE,practical exam and viva in collage,Finance,Forex Intern,Approved
644,07-04-2017,07-04-2017,31-01-2017,Earned Leave Intern COE,"Mid-sem exam of over college,",Not Available,Forex Intern,Approved
644,24-04-2017,24-04-2017,31-01-2017,Earned Leave Intern COE,In this day am i going to college and reason is collect the final exam hall ticket by college admin. and submission also of my project. ,Not Available,Forex Intern,Approved
644,10-04-2017,10-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid-sem exam and final submission in my college(GIT).,Not Available,Forex Intern,Approved
644,08-03-2017,09-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,"My college (Gandhinagar institute of technology) is going to organize industrial visit to Adani port, Mundra from 8th March to 9th march(2days).",Not Available,Forex Intern,Approved
644,14-03-2017,15-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,In this two day's at My new home in 'Vastupujan' function.,Not Available,Forex Intern,Approved
644,20-03-2017,20-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Regarding project presentation In my GIT-college and it's final year presentation of my project.,Not Available,Forex Intern,Approved
644,27-03-2017,27-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Today we have GTU Project fair in our college so i will not coming in company.,Not Available,Forex Intern,Approved
644,30-03-2017,31-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,"Respected sir, some urgent work arise in my college so please i will not come in these two days.  ",Not Available,Forex Intern,Approved
644,02-05-2017,05-05-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,"Respected Sir, 2nd-3rd-4th May 2017 on leave for final year exam purpose. and 5th May 2017 on leave because am i going to Rajasthan with family.",Not Available,Forex Intern,Pending
54,22-02-2017,22-02-2017,01-09-2016,Casual Leave Confirmed VHR,"My Mama ji is Hospitalised due to Heart attack, he is in ICU and his condition is very Serious. have to visit to see him as soon as i reach chandigarh.",null,Manager BPM,Approved
819,20-04-2017,20-04-2017,23-02-2017,Earned Leave Intern COE,illness,Not Available,Forex Intern,Approved
819,27-03-2017,27-03-2017,23-02-2017,Earned Leave Intern COE,illness,Not Available,Forex Intern,Approved
819,07-04-2017,07-04-2017,23-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,college Submission,Not Available,Forex Intern,Approved
819,17-04-2017,19-04-2017,23-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Cousin`s Wedding Function,Not Available,Forex Intern,Approved
819,21-04-2017,21-04-2017,23-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,illness,Not Available,Forex Intern,Approved
819,01-03-2017,01-03-2017,23-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,College Submission,Not Available,Forex Intern,Approved
154,13-04-2017,13-04-2017,22-02-2016,Sick Leave Confirmed COE,not feeling well,null,Trainee Dealer,Approved
154,24-04-2017,24-04-2017,22-02-2016,Sick Leave Confirmed COE,appointment with doctor ,null,Trainee Dealer,Approved
154,04-04-2017,04-04-2017,22-02-2016,Earned Leave Confirmed COE,appointment with doctor,null,Trainee Dealer,Approved
154,21-04-2017,21-04-2017,22-02-2016,Earned Leave Confirmed COE,appointment with doctor,null,Trainee Dealer,Approved
154,10-03-2017,10-03-2017,22-02-2016,Earned Leave Confirmed COE,appointment with doctor ,null,Trainee Dealer,Approved
845,07-04-2017,07-04-2017,17-03-2017,Earned Leave Intern COE,Clg Exam,Finance,Forex Intern,Approved
845,20-04-2017,20-04-2017,17-03-2017,Earned Leave Intern COE,Report submission.. i have to go clg.,Finance,Forex Intern,Approved
845,28-04-2017,28-04-2017,17-03-2017,Earned Leave Intern COE,GTU exam,Finance,Forex Intern,Approved
845,24-03-2017,24-03-2017,17-03-2017,Earned Leave Intern COE,due to clg submission,Finance,Forex Intern,Approved
845,06-04-2017,06-04-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,clg submission,Finance,Forex Intern,Approved
845,26-04-2017,26-04-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,i was not feeling well.,Finance,Forex Intern,Approved
845,27-04-2017,27-04-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,i have to go to clg to collect the hallticket of the Gtu examination ,Finance,Forex Intern,Approved
845,31-03-2017,31-03-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,project fair at clg,Finance,Forex Intern,Approved
845,17-04-2017,17-04-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,clg submissions,Finance,Forex Intern,Rejected
845,02-05-2017,02-05-2017,17-03-2017,Earned Leave Intern COE,GTU exam,Finance,Forex Intern,Pending
845,25-04-2017,25-04-2017,17-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,i had to go to clg for submission work,Finance,Forex Intern,Pending
736,28-02-2017,28-02-2017,18-02-2017,Earned Leave Intern COE,for mid semester exam,Not Available,Forex Intern,Approved
736,18-04-2017,18-04-2017,18-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,for university examination,Not Available,Forex Intern,Approved
736,20-04-2017,20-04-2017,18-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,for university examination,Not Available,Forex Intern,Approved
